Wall time,Step,Value
1666489613.800681,0,0.6742188930511475
1666489742.492739,1,0.5789449214935303
1666489872.764608,2,0.5033857226371765
1666490000.085561,3,0.46037331223487854
1666490129.785459,4,0.41680943965911865
1666490259.523787,5,0.38368627429008484
1666490388.307972,6,0.341118723154068
1666490517.965992,7,0.30205902457237244
1666490650.337874,8,0.2641868591308594
1666490781.545879,9,0.22714397311210632
