Wall time,Step,Value
1666479725.604556,0,0.6144606471061707
1666479852.133514,1,0.7299708724021912
1666479980.674044,2,0.778192400932312
1666480108.392699,3,0.8027405142784119
1666480234.80418,4,0.8301457762718201
1666480361.538395,5,0.8443148732185364
1666480488.997011,6,0.8688629865646362
1666480617.071819,7,0.8879300355911255
1666480743.965564,8,0.9064723253250122
1666480868.850774,9,0.9289795756340027
