Wall time,Step,Value
1666486338.706753,0,0.659788966178894
1666486352.862499,1,0.5642921328544617
1666486367.026961,2,0.4988389313220978
1666486381.143316,3,0.4649607837200165
1666486396.874885,4,0.4341575801372528
1666486411.016705,5,0.4076259732246399
1666486425.081968,6,0.3791724741458893
1666486439.184138,7,0.3548137843608856
1666486455.116787,8,0.32570216059684753
1666486469.209664,9,0.30687063932418823
