Wall time,Step,Value
1666489613.803065,0,0.5615743398666382
1666489742.495177,1,0.6954519152641296
1666489872.76674,2,0.753877580165863
1666490000.087695,3,0.7805247902870178
1666490129.787608,4,0.8050729036331177
1666490259.526397,5,0.826297402381897
1666490388.310325,6,0.8486297130584717
1666490517.968717,7,0.8699708580970764
1666490650.340232,8,0.8871136903762817
1666490781.548225,9,0.9069970846176147
