Wall time,Step,Value
1666484637.919258,0,0.6037317514419556
1666484766.840127,1,0.7062973976135254
1666484893.398895,2,0.7618075609207153
1666485019.083867,3,0.7862390875816345
1666485144.767567,4,0.813877522945404
1666485271.490458,5,0.834402322769165
1666485398.110801,6,0.8541107773780823
1666485524.470966,7,0.8747521638870239
1666485650.684905,8,0.8924198150634766
1666485777.871678,9,0.90384840965271
