Wall time,Step,Value
1666479725.602066,0,0.6436397433280945
1666479852.130805,1,0.5361620783805847
1666479980.671927,2,0.4664497971534729
1666480108.390338,3,0.4237929880619049
1666480234.801966,4,0.3803122639656067
1666480361.536311,5,0.34418487548828125
1666480488.994885,6,0.30413877964019775
1666480617.069478,7,0.26213976740837097
1666480743.963018,8,0.2262730747461319
1666480868.848695,9,0.1811860203742981
