Wall time,Step,Value
1666484637.917151,0,0.6607475280761719
1666484766.838049,1,0.5673547983169556
1666484893.396504,2,0.49204105138778687
1666485019.081321,3,0.4460137188434601
1666485144.765179,4,0.4018189311027527
1666485271.488394,5,0.36347877979278564
1666485398.108676,6,0.32760071754455566
1666485524.468639,7,0.2912686765193939
1666485650.68266,8,0.2559807598590851
1666485777.869508,9,0.22523102164268494
